year,job_category,salary_in_usd,country,experience_level,work_setting,general_average_salary
2023,Data Science and Research,205400,United States,Senior,In-person,95100.0
2023,Data Science and Research,92900,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,220000,United States,Entry-level,In-person,95100.0
2023,Machine Learning and AI,130000,United States,Entry-level,In-person,95100.0
2023,Data Science and Research,160000,United States,Mid-level,Remote,95100.0
2023,Data Science and Research,110000,United States,Mid-level,Remote,95100.0
2023,Data Engineering,230000,United States,Senior,In-person,95100.0
2023,Data Engineering,100000,United States,Senior,In-person,95100.0
2023,BI and Visualization,186030,United States,Senior,Remote,95100.0
2023,BI and Visualization,110200,United States,Senior,Remote,95100.0
2023,Data Science and Research,130000,United States,Mid-level,Remote,95100.0
2023,Data Science and Research,100000,United States,Mid-level,Remote,95100.0
2023,Data Science and Research,242000,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,106200,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,220000,United States,Executive,Remote,95100.0
2023,Data Science and Research,120000,United States,Executive,Remote,95100.0
2023,Data Science and Research,258000,United States,Senior,In-person,95100.0
2023,Data Science and Research,171000,United States,Senior,In-person,95100.0
2023,Data Science and Research,91200,United States,Entry-level,In-person,95100.0
2023,Data Science and Research,58200,United States,Entry-level,In-person,95100.0
2023,Data Science and Research,192000,United States,Senior,Remote,95100.0
2023,Data Science and Research,178000,United States,Senior,Remote,95100.0
2023,Data Engineering,210000,United States,Senior,Remote,95100.0
2023,Data Engineering,130000,United States,Senior,Remote,95100.0
2023,Data Science and Research,160000,United States,Entry-level,In-person,95100.0
2023,Data Science and Research,150000,United States,Entry-level,In-person,95100.0
2023,Data Science and Research,260000,United States,Senior,In-person,95100.0
2023,Data Science and Research,136000,United States,Senior,In-person,95100.0
2023,Data Architecture and Modeling,206000,United States,Senior,In-person,95100.0
2023,Data Architecture and Modeling,134000,United States,Senior,In-person,95100.0
2023,Data Science and Research,180000,United States,Senior,Remote,95100.0
2023,Data Science and Research,135000,United States,Senior,Remote,95100.0
2023,Data Science and Research,200000,United States,Senior,In-person,95100.0
2023,Data Science and Research,120000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,212000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,93300,United States,Senior,In-person,95100.0
2023,Data Engineering,106700,United States,Mid-level,In-person,95100.0
2023,Data Engineering,57700,United States,Mid-level,In-person,95100.0
2023,Machine Learning and AI,266400,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,173300,United States,Senior,In-person,95100.0
2023,Data Analysis,125000,United States,Mid-level,In-person,95100.0
2023,Data Analysis,100000,United States,Mid-level,In-person,95100.0
2023,BI and Visualization,165600,United States,Senior,In-person,95100.0
2023,BI and Visualization,65800,United States,Senior,In-person,95100.0
2023,Data Science and Research,210400,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,170500,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,212000,United States,Senior,In-person,95100.0
2023,Data Science and Research,93300,United States,Senior,In-person,95100.0
2023,Data Engineering,170000,United States,Mid-level,Remote,95100.0
2023,Data Engineering,160000,United States,Mid-level,Remote,95100.0
2023,Data Science and Research,185400,United States,Senior,Remote,95100.0
2023,Data Science and Research,81536,United States,Senior,Remote,95100.0
2023,Data Analysis,193000,United States,Senior,In-person,95100.0
2023,Data Analysis,158000,United States,Senior,In-person,95100.0
2023,Data Engineering,170000,United States,Senior,Remote,95100.0
2023,Data Engineering,100000,United States,Senior,Remote,95100.0
2023,Data Science and Research,222200,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,136000,United States,Mid-level,In-person,95100.0
2023,Data Engineering,148000,United States,Mid-level,In-person,95100.0
2023,Data Engineering,99000,United States,Mid-level,In-person,95100.0
2023,Machine Learning and AI,204500,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,142200,United States,Senior,In-person,95100.0
2023,Data Analysis,95000,United States,Mid-level,Remote,95100.0
2023,Data Analysis,75000,United States,Mid-level,Remote,95100.0
2023,Data Analysis,115000,United States,Mid-level,In-person,95100.0
2023,Data Analysis,105000,United States,Mid-level,In-person,95100.0
2023,Data Engineering,195800,United States,Senior,In-person,95100.0
2023,Data Engineering,161900,United States,Senior,In-person,95100.0
2023,Data Analysis,90000,United States,Mid-level,Remote,95100.0
2023,Data Analysis,80000,United States,Mid-level,Remote,95100.0
2023,Data Analysis,192500,United States,Senior,Remote,95100.0
2023,Data Analysis,140000,United States,Senior,Remote,95100.0
2023,Leadership and Management,100000,United States,Mid-level,In-person,95100.0
2023,Leadership and Management,75000,United States,Mid-level,In-person,95100.0
2023,Data Engineering,169000,United States,Mid-level,In-person,95100.0
2023,Data Engineering,91000,United States,Mid-level,In-person,95100.0
2023,Data Analysis,150000,United States,Senior,In-person,95100.0
2023,Data Analysis,120000,United States,Senior,In-person,95100.0
2023,Data Engineering,133000,United States,Mid-level,In-person,95100.0
2023,Data Engineering,58400,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,166000,United States,Senior,In-person,95100.0
2023,Data Science and Research,73100,United States,Senior,In-person,95100.0
2023,Data Science and Research,166000,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,73100,United States,Mid-level,In-person,95100.0
2023,Machine Learning and AI,336300,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,179000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,296400,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,159600,United States,Senior,In-person,95100.0
2023,Data Science and Research,212000,United States,Senior,In-person,95100.0
2023,Data Science and Research,93300,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,204500,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,142200,United States,Senior,In-person,95100.0
2023,Leadership and Management,258500,United States,Senior,Remote,95100.0
2023,Leadership and Management,226500,United States,Senior,Remote,95100.0
2023,Data Science and Research,247250,United States,Senior,In-person,95100.0
2023,Data Science and Research,118400,United States,Senior,In-person,95100.0
2023,BI and Visualization,160000,United States,Mid-level,In-person,95100.0
2023,BI and Visualization,140000,United States,Mid-level,In-person,95100.0
2023,Machine Learning and AI,212000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,93400,United States,Senior,In-person,95100.0
2023,Data Science and Research,219000,United States,Senior,In-person,95100.0
2023,Data Science and Research,132000,United States,Senior,In-person,95100.0
2023,Data Science and Research,130500,United States,Senior,In-person,95100.0
2023,Data Science and Research,116000,United States,Senior,In-person,95100.0
2023,Data Science and Research,323300,United States,Senior,In-person,95100.0
2023,Data Science and Research,184700,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,250000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,200000,United States,Senior,In-person,95100.0
2023,Data Science and Research,136000,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,91000,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,185900,United States,Senior,In-person,95100.0
2023,Data Science and Research,129300,United States,Senior,In-person,95100.0
2023,Data Science and Research,135000,United States,Entry-level,In-person,95100.0
2023,Data Science and Research,110000,United States,Entry-level,In-person,95100.0
2023,Data Science and Research,137500,United States,Senior,In-person,95100.0
2023,Data Science and Research,81500,United States,Senior,In-person,95100.0
2023,BI and Visualization,202000,United States,Senior,Remote,95100.0
2023,BI and Visualization,147000,United States,Senior,Remote,95100.0
2023,Data Science and Research,140000,United States,Senior,In-person,95100.0
2023,Data Science and Research,125000,United States,Senior,In-person,95100.0
2023,Data Science and Research,170625,United States,Senior,In-person,95100.0
2023,Data Science and Research,127950,United States,Senior,In-person,95100.0
2023,Data Analysis,85256,United States,Entry-level,In-person,95100.0
2023,Data Analysis,71615,United States,Entry-level,In-person,95100.0
2023,Data Science and Research,100000,United States,Entry-level,In-person,95100.0
2023,Data Science and Research,100000,United States,Mid-level,In-person,95100.0
2023,Data Engineering,185000,United States,Executive,In-person,95100.0
2023,Data Engineering,125000,United States,Executive,In-person,95100.0
2023,Data Management and Strategy,60000,United States,Entry-level,Remote,95100.0
2023,Data Management and Strategy,52000,United States,Entry-level,Remote,95100.0
2023,Machine Learning and AI,300000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,260000,United States,Senior,In-person,95100.0
2023,Data Science and Research,225000,United States,Senior,In-person,95100.0
2023,Data Science and Research,170000,United States,Senior,In-person,95100.0
2023,BI and Visualization,100000,United States,Senior,Remote,95100.0
2023,BI and Visualization,80000,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,204500,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,142200,United States,Senior,In-person,95100.0
2023,Data Science and Research,135000,United States,Senior,Remote,95100.0
2023,Data Science and Research,100000,United States,Senior,Remote,95100.0
2023,Data Science and Research,297300,United States,Senior,Remote,95100.0
2023,Data Science and Research,198200,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,240000,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,190000,United States,Senior,Remote,95100.0
2023,BI and Visualization,185000,United States,Senior,In-person,95100.0
2023,BI and Visualization,79600,United States,Senior,In-person,95100.0
2023,Data Science and Research,222200,United States,Senior,In-person,95100.0
2023,Data Science and Research,136000,United States,Senior,In-person,95100.0
2023,Data Engineering,110000,United States,Senior,Remote,95100.0
2023,Data Engineering,95000,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,324000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,159000,United States,Senior,In-person,95100.0
2023,Data Science and Research,71000,United States,Mid-level,Remote,95100.0
2023,Data Science and Research,57000,United States,Mid-level,Remote,95100.0
2023,Data Science and Research,222200,United States,Senior,In-person,95100.0
2023,Data Science and Research,136000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,200000,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,150000,United States,Senior,Remote,95100.0
2023,Data Analysis,59000,United States,Mid-level,Remote,95100.0
2023,Data Analysis,50000,United States,Mid-level,Remote,95100.0
2023,Machine Learning and AI,234000,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,208000,United States,Senior,Remote,95100.0
2023,Leadership and Management,187000,United States,Senior,Remote,95100.0
2023,Leadership and Management,128000,United States,Senior,Remote,95100.0
2023,BI and Visualization,202000,United States,Senior,Remote,95100.0
2023,BI and Visualization,147000,United States,Senior,Remote,95100.0
2023,Data Analysis,135000,United States,Mid-level,In-person,95100.0
2023,Data Analysis,120000,United States,Mid-level,In-person,95100.0
2023,Data Architecture and Modeling,150000,United States,Mid-level,Remote,95100.0
